Ticker,XCH,LTP,Qty.,Chg,% Chg,Bid Qty,Bid,Open,P.Close,Low,High,Avg Price,T.Volume,Total Value,OI,OI Change,No.of contracts,Strike Price,Exp. Date,Option Type,P.Open,OI-Combined Fut,5-Days Avg Vol,Calc Column 1
Index Options,NSE,740.65,56,148.60000000000002,25.099231483827385,150,735.65,562.4,592.05,538.5,783.25,647.3,56,27.19,66,-11,56,23950.0,23-Jan-2025,Put,562.4,0.0,0.0,0.0036248799999999996
Index Options,NSE,3.9,404527,-1.6999999999999997,-30.357142857142854,7350,3.85,7.3,5.6,3.75,7.85,4.59,404527,1392.58,134816,13921,404527,24000.0,23-Jan-2025,Call,7.3,0.0,0.0,0.18567789299999998
Index Options,NSE,787.3,1816,155.39999999999998,24.592498813103337,75,790.15,600.0,631.9,590.0,853.05,674.19,1816,918.25,5124,-241,1816,24000.0,23-Jan-2025,Put,600.0,0.0,0.0,0.12243290400000001
Index Options,NSE,3.05,167248,-1.1500000000000004,-27.38095238095239,42150,3.0,4.9,4.2,3.0,5.9,3.58,167248,449.06,35433,17682,167248,24050.0,23-Jan-2025,Call,4.9,0.0,0.0,0.05987478399999999
Index Options,NSE,816.0,1,144.39999999999998,21.500893388921973,450,838.45,816.0,671.6,816.0,816.0,816.0,1,0.61,133,0,1,24050.0,23-Jan-2025,Put,816.0,0.0,0.0,8.16e-05
Index Options,NSE,2.25,323006,-0.9500000000000002,-29.687500000000007,69900,2.25,4.4,3.2,2.25,4.7,2.72,323006,658.93,49301,6999,323006,24100.0,23-Jan-2025,Call,4.4,0.0,0.0,0.087857632
Index Options,NSE,892.0,96,163.75,22.48541023000343,150,887.15,686.5,728.25,686.5,949.8,810.89,96,58.38,1372,-9,96,24100.0,23-Jan-2025,Put,686.5,0.0,0.0,0.007784544
Index Options,NSE,1.9,126504,-0.8000000000000003,-29.62962962962964,29625,1.85,3.4,2.7,1.85,3.45,2.28,126504,216.32,19506,1216,126504,24150.0,23-Jan-2025,Call,3.4,0.0,0.0,0.028842912
Index Options,NSE,860.15,7,85.75,11.073088842975206,225,936.95,750.85,774.4,750.85,860.15,791.08,7,4.15,59,2,7,24150.0,23-Jan-2025,Put,750.85,0.0,0.0,0.0005537560000000001
Index Options,NSE,1.65,241319,-0.7000000000000002,-29.787234042553195,364875,1.65,2.4,2.35,1.65,3.4,2.0,241319,361.98,54693,-733,241319,24200.0,23-Jan-2025,Call,2.4,0.0,0.0,0.0482638
